instance_type,region,os,tenancy,pre_install,on_demand_hourly,reserved_one_all_yearly,reserved_one_partial_yearly,reserved_one_partial_hourly,reserved_one_no_hourly
r3.xlarge,us-west-2,RHEL,Dedicated,NA,0.426,2267.0,1131.0,0.135,0.296
p2.16xlarge,us-west-2,RHEL,Shared,NA,14.53,81493.0,40997.0,4.81,9.958
r4.large,eu-west-1,RHEL,Dedicated,NA,0.223,1365.0,428.0,0.109,0.1628
m4.10xlarge,us-east-1,Windows,Dedicated,SQL Std,11.679,70516.0,35977.0,4.107,9.61
c3.2xlarge,us-gov-west-1,SUSE,Shared,NA,0.604,2871.0,1740.0,0.137,0.388
m4.10xlarge,ap-south-1,Windows,Shared,SQL Server Enterprise,19.3,160052.0,80154.0,9.15,18.373
m1.medium,us-west-1,Windows,Dedicated,SQL Std,0.84,4539.0,1848.0,0.318,0.619
m4.4xlarge,us-west-1,Linux,Shared,NA,0.936,5563.0,2838.0,0.324,0.6804
x1.16xlarge,us-gov-west-1,Windows,Dedicated,SQL Web,13.074,81768.0,41336.0,4.719,9.451
p2.8xlarge,us-west-2,Windows,Dedicated,NA,9.392,57089.0,28996.0,3.31,6.877
x1.32xlarge,ap-south-1,Windows,Dedicated,NA,24.262,144149.0,73019.0,8.336,17.209
i3.2xlarge,us-east-2,Windows,Shared,NA,0.992,6706.0,3388.0,0.387,0.843
hi1.4xlarge,ap-northeast-1,Windows,Shared,SQL Web,4.084,20729.0,9519.0,1.328,2.825
i3.large,ap-southeast-2,Windows,Dedicated,NA,0.298,1954.0,989.0,0.113,0.233
cc2.8xlarge,eu-west-1,SUSE,Shared,NA,2.35,10412.0,5176.0,0.622,1.417
c3.xlarge,us-east-1,SUSE,Dedicated,NA,0.331,1496.0,911.0,0.07,0.2
c4.4xlarge,us-east-2,SUSE,Dedicated,NA,0.976,4853.0,2504.0,0.279,0.587
i3.4xlarge,us-east-2,Windows,Shared,NA,1.984,13411.0,6777.0,0.774,1.685
i3.2xlarge,us-west-1,Windows,Dedicated,SQL Web,1.266,8682.0,4384.0,0.5,1.026
c4.8xlarge,ap-northeast-1,Linux,Dedicated,NA,2.016,11830.0,6036.0,0.689,1.445
r3.8xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,16.664,132845.0,66574.0,7.6,15.493
c3.8xlarge,sa-east-1,Windows,Dedicated,SQL Std,10.347,74001.0,52928.0,2.578,10.085
c4.2xlarge,eu-central-1,Windows,Dedicated,SQL Std,3.12,21158.0,10794.0,1.232,2.885
r3.4xlarge,sa-east-1,Linux,Dedicated,NA,3.079,17224.0,8788.0,1.003,2.347
c3.2xlarge,us-west-2,Windows,Dedicated,SQL Server Enterprise,3.83,31892.0,15970.0,1.823,3.693
m3.2xlarge,us-gov-west-1,Windows,Shared,NA,1.176,6043.0,2826.0,0.432,0.883
t2.nano,ap-northeast-1,Linux,Shared,NA,0.008,51.0,26.0,0.003,0.0062
c4.4xlarge,ap-southeast-1,Windows,Shared,SQL Std,5.855,32597.0,16632.0,1.898,4.443
c3.xlarge,sa-east-1,Windows,Dedicated,SQL Web,0.723,4677.0,3346.0,0.163,0.636
r4.8xlarge,us-gov-west-1,Windows,Shared,SQL Std,13.0366,104984.0,52626.0,6.008,12.0958
m3.medium,ap-southeast-1,RHEL,Dedicated,NA,0.168,1123.0,270.0,0.1,0.14
i3.2xlarge,ap-northeast-1,Linux,Shared,NA,0.732,4085.0,2084.0,0.238,0.496
r4.large,eu-west-1,Windows,Shared,NA,0.2402,1569.0,792.0,0.09,0.1854
r4.16xlarge,eu-west-1,Windows,Shared,NA,7.6864,50217.0,25358.0,2.895,5.9344
m4.large,ap-southeast-2,Windows,Shared,SQL Std,0.969,6247.0,3188.0,0.363,0.852
d2.xlarge,us-east-2,SUSE,Dedicated,NA,0.869,3561.0,1850.0,0.204,0.483
m1.large,eu-west-1,Windows,Dedicated,SQL Std,1.051,5364.0,2188.0,0.375,0.731
c4.4xlarge,ap-south-1,Windows,Shared,NA,1.614,11283.0,5685.0,0.65,1.332
d2.2xlarge,us-west-2,RHEL,Dedicated,NA,1.661,7723.0,3313.0,0.521,1.027
m1.small,us-west-1,Windows,Dedicated,SQL Web,0.162,843.0,341.0,0.059,0.115
d2.4xlarge,us-west-1,SUSE,Shared,NA,3.225,14712.0,7534.0,0.853,1.999
i3.xlarge,us-west-1,Windows,Shared,SQL Std,1.655,13404.0,6722.0,0.767,1.546
p2.xlarge,eu-west-1,Windows,Shared,NA,1.156,7055.0,3583.0,0.409,0.853
d2.8xlarge,ap-southeast-2,Linux,Shared,NA,6.96,30112.0,15376.0,1.752,4.104
d2.4xlarge,eu-west-1,RHEL,Dedicated,NA,3.377,15652.0,7357.0,0.983,2.11
i3.large,ap-northeast-2,SUSE,Dedicated,NA,0.301,1413.0,749.0,0.078,0.169
m4.large,ap-southeast-2,Windows,Dedicated,SQL Std,1.066,6871.0,3506.0,0.4,0.937
c4.large,us-west-2,Windows,Shared,SQL Web,0.331,1945.0,972.0,0.112,0.226
m2.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Web,0.935,6254.0,2548.0,0.438,0.852
p2.8xlarge,eu-west-1,SUSE,Shared,NA,7.876,43832.0,22391.0,2.549,5.383
c3.4xlarge,eu-west-1,Windows,Dedicated,SQL Web,2.383,12427.0,5069.0,0.869,1.694
r4.xlarge,sa-east-1,SUSE,Dedicated,NA,0.716,3463.0,1795.0,0.198,0.4211
m4.xlarge,ap-southeast-2,Linux,Dedicated,NA,0.275,1511.0,771.0,0.088,0.1848
c4.2xlarge,ap-southeast-1,SUSE,Dedicated,NA,0.608,3094.0,1606.0,0.176,0.38
i2.xlarge,ap-northeast-1,RHEL,Dedicated,NA,1.161,5597.0,2937.0,0.317,0.751
c3.xlarge,ap-southeast-2,Linux,Dedicated,NA,0.292,1599.0,784.0,0.097,0.215
m3.medium,us-west-2,RHEL,Shared,NA,0.127,879.0,211.0,0.077,0.108
m4.16xlarge,us-gov-west-1,Windows,Shared,NA,6.976,47767.0,24108.0,2.752,5.632
m4.16xlarge,us-west-1,Windows,Shared,SQL Server Enterprise,30.688,258281.0,129368.0,14.768,29.6656
r3.xlarge,eu-west-1,Linux,Shared,NA,0.371,2000.0,1325.0,0.082,0.272
m4.2xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,1.0766,6469.0,3300.0,0.377,0.881
c4.4xlarge,us-gov-west-1,Windows,Dedicated,SQL Server Enterprise,7.79,64467.0,32289.0,3.686,7.401
r3.2xlarge,ap-south-1,Windows,Dedicated,SQL Web,1.399,9160.0,4628.0,0.528,1.149
r4.xlarge,eu-west-1,RHEL,Dedicated,NA,0.456,2205.0,857.0,0.158,0.2656
r3.xlarge,us-east-2,SUSE,Dedicated,NA,0.466,1989.0,1307.0,0.082,0.263
r3.2xlarge,us-east-1,SUSE,Dedicated,NA,0.832,3689.0,2437.0,0.151,0.493
i3.large,us-gov-west-1,Windows,Shared,SQL Std,1.407,11728.0,5874.0,0.671,1.347
m2.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,1.819,8809.0,3594.0,0.616,1.201
m3.medium,eu-central-1,RHEL,Dedicated,NA,0.153,1095.0,271.0,0.096,0.132
i2.8xlarge,eu-central-1,Linux,Shared,NA,8.102,32673.0,17029.0,1.862,4.448
x1.16xlarge,ap-northeast-2,SUSE,Shared,NA,9.771,49009.0,25032.0,2.85,5.992
i3.8xlarge,eu-west-1,Windows,Shared,SQL Server Enterprise,16.224,133371.0,66842.0,7.63,15.354
c1.xlarge,sa-east-1,SUSE,Dedicated,NA,0.89,4501.0,2772.0,0.208,0.611
c4.2xlarge,eu-west-1,SUSE,Shared,NA,0.553,2823.0,1468.0,0.16,0.344
i3.4xlarge,sa-east-1,RHEL,Dedicated,NA,2.647,15183.0,7165.0,0.948,1.849
d2.8xlarge,ap-northeast-1,SUSE,Shared,NA,6.852,31321.0,16008.0,1.821,4.269
i2.2xlarge,ap-southeast-1,Windows,Shared,NA,2.337,11945.0,5242.0,0.793,1.628
m4.large,us-west-1,Windows,Shared,NA,0.209,1501.0,758.0,0.0865,0.1771
m4.2xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,3.808,31732.0,15889.0,1.8138,3.6406
i3.xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.514,2598.0,1354.0,0.147,0.315
r3.2xlarge,ap-southeast-1,Windows,Shared,SQL Std,2.914,18798.0,12469.0,0.766,2.563
i3.8xlarge,us-east-1,Windows,Shared,SQL Web,4.532,31763.0,16024.0,1.829,3.75
c3.xlarge,sa-east-1,Windows,Shared,SQL Server Enterprise,2.009,16647.0,8343.0,0.952,1.942
r4.4xlarge,ap-northeast-2,SUSE,Shared,NA,1.38,6883.0,3540.0,0.397,0.8394
t2.micro,sa-east-1,RHEL,Shared,NA,0.08,629.0,53.0,0.066,0.0724
m3.2xlarge,eu-west-1,Windows,Dedicated,NA,1.136,7344.0,2569.0,0.562,1.003
m4.4xlarge,us-east-1,Windows,Dedicated,SQL Web,1.966,11143.0,5685.0,0.649,1.519
c3.xlarge,eu-west-1,Windows,Shared,SQL Web,0.542,2829.0,1152.0,0.198,0.386
r4.large,us-east-2,Linux,Dedicated,NA,0.146,752.0,384.0,0.044,0.0924
m2.2xlarge,us-west-2,Windows,Dedicated,NA,0.759,4006.0,1747.0,0.267,0.545
c4.4xlarge,ca-central-1,Linux,Shared,NA,0.876,4813.0,2456.0,0.28,0.588
hs1.8xlarge,ap-southeast-2,RHEL,Shared,NA,5.7,24294.0,14191.0,1.21,3.288
c4.2xlarge,ap-southeast-2,RHEL,Shared,NA,0.652,3860.0,1388.0,0.289,0.466
d2.8xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,20.676,156386.0,78434.0,8.954,18.375
c3.8xlarge,us-west-1,SUSE,Shared,NA,2.012,11053.0,5392.0,0.672,1.476
c4.8xlarge,ca-central-1,SUSE,Dedicated,NA,1.85,9916.0,5087.0,0.574,1.209
r4.8xlarge,eu-central-1,Windows,Dedicated,SQL Server Enterprise,16.289,132525.0,66410.0,7.581,15.2461
r3.2xlarge,us-east-1,Windows,Dedicated,NA,1.15,6652.0,4413.0,0.271,0.906
i2.xlarge,us-east-1,RHEL,Dedicated,NA,0.998,3991.0,2002.0,0.237,0.532
r3.xlarge,us-east-2,Windows,Shared,SQL Web,0.738,3811.0,2525.0,0.156,0.519
d2.8xlarge,eu-west-1,Windows,Shared,NA,6.558,30518.0,15571.0,1.777,4.159
m1.large,us-west-1,Linux,Shared,NA,0.19,1032.0,493.0,0.064,0.136
i2.xlarge,us-gov-west-1,SUSE,Shared,NA,1.123,4004.0,2360.0,0.199,0.545
c4.large,ap-southeast-2,Windows,Shared,SQL Std,1.349,8012.0,4086.0,0.466,1.092
r4.xlarge,ca-central-1,Linux,Dedicated,NA,0.321,1654.0,844.0,0.096,0.2033
c4.4xlarge,ap-northeast-2,Linux,Dedicated,NA,0.998,5545.0,2829.0,0.323,0.675
r3.8xlarge,us-west-1,Linux,Dedicated,NA,2.964,16001.0,10602.0,0.654,2.174
t2.micro,us-east-1,Windows,Shared,SQL Web,0.068,342.0,209.0,0.016,0.047
i2.4xlarge,ap-south-1,RHEL,Shared,NA,3.997,18192.0,8701.0,1.123,2.454
c3.8xlarge,ap-southeast-2,RHEL,Dedicated,NA,2.247,12775.0,5704.0,0.837,1.698
g2.8xlarge,ap-southeast-2,Windows,Shared,SQL Server Enterprise,17.064,138578.0,69499.0,7.934,16.275
c4.large,us-gov-west-1,RHEL,Shared,NA,0.18,1144.0,315.0,0.096,0.136
r4.2xlarge,sa-east-1,RHEL,Shared,NA,1.25,6908.0,2943.0,0.466,0.8356
i3.large,ap-southeast-2,RHEL,Dedicated,NA,0.266,1673.0,586.0,0.127,0.201
m1.small,ap-northeast-1,RHEL,Dedicated,NA,0.127,872.0,149.0,0.085,0.106
m4.large,ap-south-1,Windows,Dedicated,NA,0.2273,1495.0,755.0,0.0862,0.1763
c3.xlarge,us-west-2,Linux,Dedicated,NA,0.231,1202.0,717.0,0.058,0.16
c4.2xlarge,us-west-2,Linux,Shared,NA,0.398,2078.0,1060.0,0.121,0.252
r3.8xlarge,ap-south-1,Windows,Shared,SQL Web,5.088,34957.0,17652.0,2.015,4.366
c3.xlarge,eu-central-1,RHEL,Dedicated,NA,0.349,2171.0,838.0,0.157,0.277
r4.2xlarge,us-gov-west-1,SUSE,Shared,NA,0.7384,3578.0,1854.0,0.205,0.4362
p2.8xlarge,eu-west-1,Windows,Shared,SQL Server Enterprise,21.248,161557.0,81223.0,9.272,18.822
c3.4xlarge,us-gov-west-1,Windows,Dedicated,SQL Std,4.873,25852.0,10557.0,1.806,3.523
c4.large,us-west-2,SUSE,Shared,NA,0.2,805.0,439.0,0.043,0.096
m3.medium,ap-southeast-2,RHEL,Dedicated,NA,0.168,1108.0,256.0,0.098,0.138
d2.2xlarge,eu-central-1,SUSE,Dedicated,NA,1.857,8097.0,4167.0,0.468,1.101
i3.8xlarge,us-west-1,Windows,Dedicated,SQL Std,13.51,108723.0,54534.0,6.225,12.553
m4.16xlarge,ap-northeast-2,Windows,Dedicated,NA,6.88,45020.0,22706.0,2.592,5.296
m2.2xlarge,ap-southeast-1,Windows,Shared,SQL Web,0.85,5686.0,2316.0,0.398,0.775
i3.2xlarge,ap-southeast-1,Windows,Dedicated,SQL Std,3.444,27551.0,13822.0,1.578,3.185
i3.xlarge,us-gov-west-1,Windows,Shared,SQL Server Enterprise,2.06,16850.0,8446.0,0.964,1.94
i3.2xlarge,us-gov-west-1,Windows,Dedicated,NA,1.195,7840.0,3967.0,0.453,0.932
r4.16xlarge,eu-west-1,SUSE,Shared,NA,4.8424,24718.0,12639.0,1.436,3.0234
c4.xlarge,ap-northeast-1,Windows,Dedicated,SQL Web,0.745,4240.0,2155.0,0.247,0.454
i3.xlarge,ca-central-1,RHEL,Shared,NA,0.404,2445.0,979.0,0.172,0.295
cr1.8xlarge,us-west-2,Windows,Shared,SQL Std,7.25,44592.0,25967.0,2.23,6.077
c3.xlarge,sa-east-1,Windows,Shared,NA,0.491,3815.0,2728.0,0.133,0.46
i2.8xlarge,ap-northeast-2,SUSE,Dedicated,NA,8.104,36858.0,18833.0,2.143,5.017
i2.8xlarge,us-gov-west-1,Windows,Shared,SQL Web,9.306,38916.0,19852.0,2.267,5.304
r4.4xlarge,eu-west-1,Windows,Shared,SQL Server Enterprise,7.9216,65114.0,32619.0,3.724,7.4836
c3.xlarge,ap-northeast-1,SUSE,Dedicated,NA,0.381,1949.0,978.0,0.116,0.253
r3.2xlarge,ap-southeast-2,Windows,Shared,SQL Web,1.643,8446.0,5602.0,0.344,1.152
c4.2xlarge,ca-central-1,Windows,Shared,NA,0.806,5635.0,2842.0,0.324,0.662
g2.2xlarge,eu-west-1,Windows,Shared,SQL Web,0.957,5688.0,3483.0,0.265,0.775
m3.xlarge,eu-west-1,Windows,Dedicated,SQL Std,1.392,7097.0,2899.0,0.495,0.968
t2.large,eu-central-1,Linux,Shared,NA,0.108,635.0,324.0,0.037,0.079
m1.medium,ap-northeast-1,SUSE,Shared,NA,0.222,831.0,446.0,0.046,0.11
r4.2xlarge,ap-south-1,Windows,Shared,SQL Web,1.117,7591.0,3827.0,0.437,0.8912
i3.2xlarge,us-west-2,RHEL,Shared,NA,0.754,4621.0,1777.0,0.333,0.558
r4.8xlarge,ap-northeast-2,Linux,Dedicated,NA,2.816,14505.0,7400.0,0.845,1.7741
x1.16xlarge,ap-south-1,Windows,Dedicated,NA,13.05,76700.0,38869.0,4.437,9.171
i3.xlarge,sa-east-1,Windows,Dedicated,NA,0.813,5123.0,2597.0,0.296,0.614
i3.xlarge,ap-northeast-2,Windows,Shared,SQL Web,0.621,4276.0,2159.0,0.246,0.503
r3.8xlarge,us-west-2,RHEL,Shared,NA,2.79,13503.0,8223.0,0.632,1.802
d2.2xlarge,ap-southeast-1,Windows,Dedicated,NA,2.157,8932.0,4557.0,0.52,1.218
r3.large,ap-southeast-1,Windows,Shared,NA,0.313,1981.0,1316.0,0.081,0.27
m3.xlarge,us-west-2,RHEL,Dedicated,NA,0.359,2149.0,926.0,0.143,0.275
m4.xlarge,eu-west-1,SUSE,Dedicated,NA,0.3442,1650.0,870.0,0.0922,0.1993
r4.16xlarge,ap-northeast-1,Windows,Shared,SQL Server Enterprise,32.064,262402.0,131470.0,15.008,30.1696
r4.large,us-east-1,Windows,Shared,SQL Web,0.296,2113.0,1063.0,0.121,0.247
r4.xlarge,us-west-2,Linux,Shared,NA,0.266,1370.0,699.0,0.08,0.168
m2.2xlarge,us-east-1,Windows,Shared,SQL Web,0.85,4561.0,1860.0,0.319,0.622
r3.xlarge,us-gov-west-1,Linux,Dedicated,NA,0.439,2040.0,1357.0,0.083,0.276
r3.8xlarge,eu-west-1,RHEL,Dedicated,NA,3.094,17140.0,10602.0,0.784,2.304
c3.8xlarge,us-gov-west-1,Windows,Shared,NA,3.344,21052.0,7563.0,1.589,2.869
i2.2xlarge,us-west-2,Windows,Shared,SQL Server Enterprise,5.073,35741.0,17934.0,2.047,4.218
r3.2xlarge,us-east-2,SUSE,Shared,NA,0.765,3380.0,2232.0,0.138,0.451
t2.large,ap-southeast-2,SUSE,Shared,NA,0.228,1114.0,596.0,0.061,0.1355
r3.xlarge,ap-south-1,SUSE,Dedicated,NA,0.527,2618.0,1364.0,0.149,0.35
i3.xlarge,ap-south-1,Windows,Shared,NA,0.538,3587.0,1814.0,0.207,0.428
i3.2xlarge,ap-northeast-1,Windows,Shared,SQL Web,1.241,8543.0,4313.0,0.492,1.005
c1.medium,sa-east-1,Windows,Dedicated,NA,0.285,1758.0,773.0,0.117,0.239
m4.2xlarge,ap-northeast-2,Windows,Shared,SQL Server Enterprise,3.86,31907.0,15978.0,1.824,3.662
r3.large,ap-northeast-1,Windows,Dedicated,SQL Std,1.056,6812.0,4517.0,0.278,0.928
i2.2xlarge,eu-west-1,Windows,Dedicated,SQL Web,2.185,9325.0,3999.0,0.63,1.27
r3.4xlarge,eu-west-1,Windows,Shared,SQL Server Enterprise,8.218,67009.0,33586.0,3.834,7.827
r4.large,us-west-1,Windows,Shared,SQL Std,1.3672,11442.0,5729.0,0.654,1.3124
i2.xlarge,eu-central-1,RHEL,Dedicated,NA,1.18,5060.0,2341.0,0.322,0.677
m4.large,eu-west-1,RHEL,Dedicated,NA,0.1821,1206.0,347.0,0.0996,0.1432
m4.large,us-west-1,Linux,Shared,NA,0.117,695.0,355.0,0.0405,0.0851
x1.32xlarge,ap-southeast-2,Windows,Dedicated,SQL Std,67.685,520932.0,261460.0,29.847,52.426
m4.4xlarge,eu-central-1,SUSE,Dedicated,NA,1.156,6183.0,3182.0,0.3562,0.7537
i3.16xlarge,ap-southeast-2,Windows,Dedicated,NA,8.928,59181.0,29931.0,3.417,7.043
m4.16xlarge,eu-central-1,Windows,Shared,SQL Web,8.099,47085.0,24024.0,2.742,6.418
i2.xlarge,ap-southeast-1,Windows,Dedicated,SQL Server Enterprise,2.804,19684.0,9892.0,1.129,2.356
m1.xlarge,us-gov-west-1,SUSE,Dedicated,NA,0.565,2286.0,1434.0,0.114,0.33
r4.xlarge,eu-west-1,Windows,Dedicated,SQL Std,1.637,13164.0,6599.0,0.753,1.5166
i3.xlarge,ap-south-1,Windows,Dedicated,NA,0.573,3785.0,1915.0,0.219,0.452
i3.16xlarge,ap-southeast-2,Windows,Shared,NA,8.928,59181.0,29931.0,3.417,7.043
r4.8xlarge,us-west-1,Windows,Shared,SQL Std,12.8542,104045.0,52147.0,5.953,11.9782
m2.xlarge,us-west-2,Windows,Shared,NA,0.345,1826.0,795.0,0.122,0.249
d2.2xlarge,us-east-1,Windows,Dedicated,SQL Server Enterprise,4.886,35999.0,18066.0,2.062,4.253
m3.medium,sa-east-1,RHEL,Shared,NA,0.155,961.0,272.0,0.081,0.12
p2.8xlarge,us-west-2,RHEL,Shared,NA,7.33,41316.0,20498.0,2.47,5.044
t2.large,sa-east-1,Windows,Shared,NA,0.19,1060.0,534.0,0.062,0.1271
m4.4xlarge,us-gov-west-1,Linux,Dedicated,NA,1.1088,6044.0,3084.0,0.352,0.7392
d2.8xlarge,ap-southeast-1,Windows,Shared,SQL Server Enterprise,22.116,162876.0,81745.0,9.332,19.26
i3.xlarge,us-gov-west-1,Windows,Shared,SQL Web,0.631,4332.0,2187.0,0.25,0.511
r4.8xlarge,us-east-2,SUSE,Dedicated,NA,2.441,12348.0,6328.0,0.715,1.5114
m2.4xlarge,us-gov-west-1,RHEL,Dedicated,NA,1.418,5260.0,2344.0,0.392,0.741
r4.4xlarge,us-east-2,Windows,Dedicated,NA,1.906,12474.0,6298.0,0.719,1.557
m3.large,us-west-2,Windows,Shared,SQL Std,0.704,3239.0,1323.0,0.227,0.442
d2.8xlarge,us-east-2,RHEL,Shared,NA,5.65,24736.0,12048.0,1.506,3.346
m2.xlarge,us-gov-west-1,Windows,Shared,SQL Web,0.533,2010.0,886.0,0.151,0.295
i2.4xlarge,us-gov-west-1,RHEL,Shared,NA,4.222,16074.0,8736.0,0.875,2.166
x1.32xlarge,ap-southeast-2,Windows,Shared,SQL Web,27.883,172266.0,87127.0,9.946,19.97
i3.16xlarge,eu-central-1,Windows,Dedicated,SQL Std,26.918,216875.0,108776.0,12.417,24.998
i3.2xlarge,us-east-2,RHEL,Shared,NA,0.754,4621.0,1777.0,0.333,0.558
r3.8xlarge,sa-east-1,Linux,Shared,NA,5.597,31318.0,15978.0,1.824,4.268
m1.small,ap-southeast-2,Windows,Dedicated,NA,0.102,526.0,182.0,0.041,0.071
r4.8xlarge,eu-central-1,RHEL,Shared,NA,2.6908,14329.0,6730.0,0.898,1.7428
t2.small,us-west-1,Windows,Shared,NA,0.04,263.0,131.0,0.015,0.0315
c1.medium,eu-west-1,SUSE,Dedicated,NA,0.263,1211.0,639.0,0.068,0.161
d2.2xlarge,ap-southeast-1,RHEL,Dedicated,NA,2.057,9507.0,4228.0,0.625,1.272
d2.4xlarge,us-east-1,Linux,Dedicated,NA,3.036,12989.0,6626.0,0.757,1.769
r4.large,us-west-1,Linux,Shared,NA,0.1482,763.0,389.0,0.044,0.0934
i2.8xlarge,us-west-2,SUSE,Dedicated,NA,6.92,25206.0,14736.0,1.254,3.428
m1.small,us-east-1,Windows,Dedicated,SQL Web,0.153,754.0,308.0,0.053,0.103
i2.xlarge,us-east-1,SUSE,Shared,NA,0.953,3389.0,1996.0,0.167,0.46
m4.xlarge,eu-central-1,Windows,Shared,SQL Std,1.156,7445.0,3798.0,0.434,1.015
i3.large,us-west-2,Windows,Shared,SQL Std,1.375,11549.0,5783.0,0.66,1.326
d2.2xlarge,ap-northeast-1,RHEL,Shared,NA,1.818,8875.0,3958.0,0.582,1.188
r3.large,us-east-2,Windows,Dedicated,SQL Web,0.425,2193.0,1454.0,0.089,0.298
c4.large,ap-southeast-2,RHEL,Dedicated,NA,0.203,1281.0,385.0,0.104,0.152
c3.8xlarge,eu-central-1,Windows,Shared,SQL Std,10.401,55001.0,22459.0,3.843,7.496
m4.large,sa-east-1,Windows,Shared,SQL Web,0.322,2166.0,1091.0,0.1245,0.2533
i3.2xlarge,sa-east-1,Windows,Shared,NA,1.512,9607.0,4869.0,0.556,1.149
r4.16xlarge,us-east-1,Windows,Shared,SQL Server Enterprise,31.2,257952.0,129199.0,14.749,29.632
r4.16xlarge,ap-south-1,Windows,Dedicated,SQL Std,25.83,208716.0,104614.0,11.942,24.0236
c4.8xlarge,eu-central-1,RHEL,Dedicated,NA,1.947,11415.0,5243.0,0.729,1.39
i3.2xlarge,ca-central-1,Linux,Dedicated,NA,0.757,4223.0,2155.0,0.246,0.517
r3.2xlarge,ap-northeast-2,RHEL,Dedicated,NA,1.008,6040.0,2501.0,0.415,0.798
hs1.8xlarge,ap-southeast-2,Windows,Dedicated,SQL Std,9.32,66640.0,40800.0,3.105,9.082
m4.4xlarge,eu-west-1,SUSE,Shared,NA,0.988,5235.0,2699.0,0.301,0.6378
i2.2xlarge,eu-west-1,Windows,Shared,NA,1.946,10375.0,3640.0,0.793,1.414
m2.xlarge,ap-northeast-1,Windows,Dedicated,NA,0.387,2516.0,852.0,0.196,0.343
r3.8xlarge,us-west-1,RHEL,Shared,NA,3.094,17140.0,10602.0,0.784,2.304
d2.2xlarge,us-east-1,Linux,Dedicated,NA,1.518,6494.0,3313.0,0.378,0.884
x1.32xlarge,eu-west-1,RHEL,Dedicated,NA,16.136,81777.0,41142.0,4.827,9.994
c4.xlarge,us-west-2,RHEL,Dedicated,NA,0.279,1669.0,583.0,0.127,0.199
m2.xlarge,us-west-2,Windows,Shared,SQL Web,0.445,2373.0,967.0,0.166,0.323
m1.large,ap-northeast-1,Linux,Dedicated,NA,0.267,1240.0,592.0,0.077,0.162
t2.medium,eu-west-1,Windows,Shared,NA,0.068,447.0,228.0,0.026,0.0541
m1.small,us-east-1,Windows,Shared,SQL Web,0.139,686.0,280.0,0.048,0.094
x1.32xlarge,us-east-2,Windows,Shared,NA,19.226,118778.0,60075.0,6.858,15.046
t1.micro,us-west-1,RHEL,Shared,NA,0.085,644.0,62.0,0.068,0.077
m4.large,us-east-1,Windows,Dedicated,SQL Web,0.252,1568.0,800.0,0.091,0.211
i3.4xlarge,ap-southeast-1,Windows,Shared,SQL Server Enterprise,8.232,67355.0,33763.0,3.854,7.761
r4.2xlarge,us-west-2,Windows,Shared,NA,0.9,5964.0,3010.0,0.344,0.704
r3.8xlarge,us-west-2,SUSE,Dedicated,NA,2.76,12654.0,8399.0,0.515,1.705
c4.4xlarge,us-gov-west-1,SUSE,Dedicated,NA,1.154,5749.0,2961.0,0.331,0.698
x1.16xlarge,ap-northeast-2,Linux,Dedicated,NA,10.638,53590.0,27342.0,3.121,6.555
c3.4xlarge,us-west-1,Windows,Dedicated,SQL Web,2.383,12427.0,5069.0,0.869,1.694
m3.large,eu-west-1,Windows,Shared,SQL Std,0.703,3230.0,1319.0,0.226,0.441
c3.xlarge,ap-southeast-2,Windows,Shared,SQL Web,0.542,3202.0,1305.0,0.224,0.436
i3.4xlarge,ca-central-1,SUSE,Shared,NA,1.476,7968.0,4093.0,0.46,0.974
i2.8xlarge,us-west-1,SUSE,Shared,NA,7.602,30529.0,14736.0,1.874,4.156
i3.xlarge,us-gov-west-1,Windows,Shared,NA,0.56,3710.0,1876.0,0.214,0.44
m4.4xlarge,ap-south-1,RHEL,Shared,NA,1.114,6152.0,2558.0,0.422,0.7432
m4.4xlarge,us-east-2,Windows,Dedicated,NA,1.616,11222.0,5498.0,0.646,1.387
r4.16xlarge,eu-central-1,Linux,Dedicated,NA,5.122,26383.0,13461.0,1.537,3.2256
t2.small,ap-southeast-1,Linux,Shared,NA,0.03,197.0,101.0,0.012,0.0235
c4.large,us-east-2,Windows,Dedicated,SQL Web,0.364,1997.0,1007.0,0.116,0.271
m2.xlarge,us-west-2,Windows,Shared,SQL Std,1.084,5339.0,2180.0,0.373,0.728
c3.large,ap-southeast-2,RHEL,Shared,NA,0.192,1241.0,356.0,0.104,0.158
i3.2xlarge,us-west-1,Windows,Shared,SQL Server Enterprise,4.056,33343.0,16711.0,1.908,3.838
m3.2xlarge,us-east-1,Windows,Shared,SQL Std,2.532,12185.0,4975.0,0.852,1.661
r4.16xlarge,us-gov-west-1,Windows,Dedicated,NA,8.051,52095.0,26316.0,3.004,6.1696
m4.10xlarge,us-east-2,Windows,Shared,SQL Server Enterprise,18.84,158378.0,79300.0,9.052,18.32
m3.large,ap-southeast-1,Linux,Shared,NA,0.196,1013.0,491.0,0.062,0.136
i3.4xlarge,sa-east-1,Windows,Shared,SQL Std,7.53,58687.0,29474.0,3.365,6.804
